checking_balance,months_loan_duration,credit_history,purpose,amount,savings_balance,employment_duration,percent_of_income,years_at_residence,age,other_credit,housing,existing_loans_count,job,dependents,phone,default
unknown,15.0,good,car,1300.0,unknown,> 7 years,4.0,,45.0,bank,other,,skilled,2.0,no,no
< 0 DM,12.0,,furniture/appliances,741.0,100 - 500 DM,,4.0,3.0,22.0,none,own,1.0,skilled,1.0,no,yes
> 200 DM,10.0,good,car,1240.0,100 - 500 DM,> 7 years,1.0,4.0,48.0,none,other,1.0,unskilled,2.0,no,yes
< 0 DM,21.0,,furniture/appliances,3357.0,> 1000 DM,,4.0,2.0,,bank,own,1.0,skilled,1.0,no,no
< 0 DM,24.0,very good,car,3632.0,< 100 DM,1 - 4 years,1.0,4.0,22.0,bank,rent,1.0,skilled,,no,no
unknown,18.0,poor,furniture/appliances,1808.0,< 100 DM,4 - 7 years,4.0,1.0,22.0,none,own,1.0,skilled,1.0,no,yes
1 - 200 DM,48.0,perfect,business,12204.0,unknown,1 - 4 years,2.0,2.0,48.0,bank,own,1.0,management,1.0,yes,no
1 - 200 DM,60.0,poor,furniture/appliances,9157.0,unknown,1 - 4 years,2.0,2.0,27.0,none,other,1.0,management,1.0,no,no
< 0 DM,6.0,critical,car,3676.0,< 100 DM,1 - 4 years,1.0,3.0,37.0,none,rent,3.0,skilled,2.0,no,no
1 - 200 DM,30.0,good,furniture/appliances,3441.0,100 - 500 DM,1 - 4 years,2.0,4.0,21.0,none,rent,1.0,skilled,1.0,no,yes
unknown,12.0,good,car,640.0,< 100 DM,1 - 4 years,4.0,2.0,49.0,none,own,1.0,unskilled,1.0,no,no
1 - 200 DM,21.0,critical,business,3652.0,< 100 DM,4 - 7 years,2.0,3.0,27.0,none,own,2.0,skilled,,no,no
unknown,18.0,critical,car,1530.0,< 100 DM,1 - 4 years,3.0,2.0,32.0,bank,own,2.0,skilled,1.0,no,yes
unknown,48.0,good,business,3914.0,unknown,1 - 4 years,4.0,2.0,38.0,bank,own,1.0,skilled,1.0,no,yes
< 0 DM,12.0,good,furniture/appliances,1858.0,< 100 DM,< 1 year,4.0,1.0,22.0,none,rent,1.0,skilled,1.0,no,no
< 0 DM,18.0,good,furniture/appliances,2600.0,,1 - 4 years,4.0,4.0,65.0,none,other,2.0,skilled,1.0,no,yes
unknown,15.0,good,furniture/appliances,1979.0,unknown,> 7 years,4.0,2.0,35.0,none,own,1.0,skilled,1.0,no,no
> 200 DM,6.0,good,furniture/appliances,2116.0,< 100 DM,1 - 4 years,2.0,2.0,41.0,none,own,1.0,skilled,1.0,yes,no
1 - 200 DM,9.0,very good,car,1437.0,100 - 500 DM,4 - 7 years,2.0,3.0,29.0,none,own,,skilled,1.0,no,yes
unknown,42.0,critical,furniture/appliances,4042.0,500 - 1000 DM,1 - 4 years,4.0,4.0,,none,own,2.0,skilled,1.0,yes,no
unknown,9.0,good,education,3832.0,unknown,> 7 years,1.0,4.0,64.0,none,own,1.0,unskilled,1.0,no,no
< 0 DM,24.0,good,,3660.0,< 100 DM,1 - 4 years,2.0,4.0,28.0,none,own,1.0,skilled,1.0,no,no
< 0 DM,18.0,very good,furniture/appliances,1553.0,< 100 DM,1 - 4 years,4.0,3.0,44.0,bank,own,1.0,skilled,1.0,no,yes
1 - 200 DM,15.0,good,furniture/appliances,1444.0,unknown,< 1 year,4.0,1.0,23.0,none,own,1.0,skilled,1.0,no,no
unknown,9.0,good,furniture/appliances,1980.0,< 100 DM,< 1 year,2.0,2.0,19.0,none,rent,,skilled,1.0,no,yes
1 - 200 DM,24.0,good,car,1355.0,< 100 DM,< 1 year,3.0,4.0,25.0,none,own,1.0,unskilled,1.0,yes,yes
unknown,12.0,good,education,1393.0,< 100 DM,> 7 years,4.0,4.0,47.0,bank,own,3.0,skilled,2.0,yes,no
unknown,24.0,good,furniture/appliances,1376.0,500 - 1000 DM,4 - 7 years,4.0,1.0,28.0,none,own,1.0,skilled,1.0,no,no
unknown,60.0,poor,furniture/appliances,15653.0,< 100 DM,4 - 7 years,2.0,4.0,21.0,none,own,2.0,skilled,1.0,yes,no
unknown,12.0,good,furniture/appliances,1493.0,< 100 DM,< 1 year,4.0,3.0,34.0,none,own,1.0,skilled,2.0,no,no
< 0 DM,42.0,poor,furniture/appliances,,< 100 DM,4 - 7 years,3.0,2.0,26.0,bank,own,2.0,skilled,2.0,yes,yes
< 0 DM,18.0,good,education,750.0,< 100 DM,unemployed,4.0,1.0,27.0,none,own,1.0,unemployed,1.0,no,yes
1 - 200 DM,15.0,good,renovations,1308.0,< 100 DM,> 7 years,4.0,,38.0,none,own,2.0,unskilled,1.0,,no
unknown,15.0,good,education,4623.0,100 - 500 DM,1 - 4 years,3.0,2.0,40.0,none,own,1.0,management,1.0,yes,yes
unknown,24.0,critical,furniture/appliances,1851.0,< 100 DM,4 - 7 years,4.0,2.0,33.0,none,own,2.0,skilled,1.0,yes,no
< 0 DM,18.0,critical,furniture/appliances,1880.0,< 100 DM,4 - 7 years,4.0,1.0,32.0,none,own,2.0,management,,yes,no
unknown,36.0,poor,business,7980.0,unknown,< 1 year,4.0,4.0,27.0,none,rent,2.0,skilled,1.0,yes,yes
< 0 DM,30.0,perfect,furniture/appliances,,< 100 DM,1 - 4 years,2.0,2.0,32.0,none,own,2.0,skilled,1.0,no,no
unknown,12.0,good,car,1386.0,500 - 1000 DM,1 - 4 years,2.0,2.0,26.0,none,own,1.0,skilled,1.0,no,yes
> 200 DM,24.0,good,car,947.0,< 100 DM,4 - 7 years,4.0,3.0,38.0,bank,other,1.0,skilled,2.0,no,yes
< 0 DM,12.0,good,education,684.0,< 100 DM,1 - 4 years,4.0,4.0,40.0,none,,1.0,unskilled,2.0,no,yes
< 0 DM,48.0,good,education,7476.0,< 100 DM,4 - 7 years,4.0,1.0,50.0,none,other,1.0,management,1.0,yes,no
1 - 200 DM,12.0,good,furniture/appliances,1922.0,< 100 DM,1 - 4 years,4.0,2.0,37.0,none,own,1.0,unskilled,1.0,no,yes
< 0 DM,24.0,good,car,2303.0,< 100 DM,> 7 years,4.0,1.0,45.0,none,own,1.0,skilled,1.0,no,yes
1 - 200 DM,36.0,poor,car,8086.0,100 - 500 DM,> 7 years,2.0,4.0,42.0,none,own,4.0,management,1.0,yes,yes
unknown,24.0,critical,car,2346.0,< 100 DM,4 - 7 years,4.0,3.0,35.0,none,own,2.0,skilled,1.0,yes,no
< 0 DM,14.0,good,car,3973.0,< 100 DM,unemployed,1.0,4.0,22.0,none,other,1.0,skilled,1.0,no,no
1 - 200 DM,12.0,good,car,888.0,< 100 DM,> 7 years,4.0,4.0,41.0,bank,own,1.0,unskilled,2.0,no,yes
unknown,48.0,good,furniture/appliances,10222.0,unknown,4 - 7 years,4.0,3.0,37.0,store,own,1.0,skilled,1.0,yes,no
1 - 200 DM,30.0,perfect,business,4221.0,< 100 DM,1 - 4 years,2.0,1.0,28.0,none,own,2.0,skilled,1.0,no,no
1 - 200 DM,18.0,critical,furniture/appliances,6361.0,< 100 DM,> 7 years,2.0,1.0,41.0,none,own,1.0,skilled,1.0,yes,no
> 200 DM,12.0,good,furniture/appliances,1297.0,< 100 DM,1 - 4 years,3.0,4.0,23.0,none,rent,1.0,skilled,1.0,no,no
< 0 DM,12.0,good,car,900.0,unknown,1 - 4 years,,2.0,23.0,none,own,1.0,skilled,1.0,no,yes
unknown,21.0,good,furniture/appliances,2241.0,< 100 DM,> 7 years,4.0,2.0,50.0,none,own,2.0,skilled,1.0,no,no
1 - 200 DM,6.0,poor,furniture/appliances,1050.0,,unemployed,4.0,1.0,35.0,store,own,2.0,management,1.0,yes,no
> 200 DM,6.0,critical,education,1047.0,< 100 DM,1 - 4 years,2.0,4.0,50.0,none,own,1.0,unskilled,1.0,no,no
unknown,24.0,critical,car0,6314.0,< 100 DM,unemployed,4.0,2.0,27.0,bank,own,2.0,management,1.0,yes,no
1 - 200 DM,30.0,very good,,3496.0,> 1000 DM,1 - 4 years,4.0,2.0,34.0,store,own,1.0,skilled,2.0,yes,no
unknown,48.0,very good,business,3609.0,< 100 DM,1 - 4 years,1.0,1.0,27.0,store,own,1.0,skilled,1.0,no,no
< 0 DM,12.0,critical,car,4843.0,< 100 DM,> 7 years,3.0,,43.0,none,rent,2.0,skilled,1.0,yes,yes
> 200 DM,30.0,critical,furniture/appliances,3017.0,,> 7 years,4.0,4.0,47.0,none,own,1.0,skilled,1.0,no,no
unknown,24.0,critical,business,4139.0,100 - 500 DM,1 - 4 years,3.0,3.0,27.0,none,own,2.0,unskilled,1.0,yes,no
unknown,36.0,good,business,5742.0,100 - 500 DM,4 - 7 years,2.0,2.0,31.0,none,own,2.0,,1.0,yes,no
unknown,60.0,good,car,10366.0,< 100 DM,> 7 years,2.0,4.0,42.0,none,own,1.0,management,1.0,yes,no
,6.0,critical,car,2080.0,500 - 1000 DM,1 - 4 years,1.0,2.0,24.0,none,own,1.0,skilled,1.0,no,no
unknown,21.0,poor,business,2580.0,500 - 1000 DM,< 1 year,4.0,2.0,41.0,bank,own,1.0,unskilled,2.0,no,yes
unknown,30.0,critical,furniture/appliances,4530.0,< 100 DM,4 - 7 years,,4.0,26.0,none,rent,1.0,management,1.0,yes,no
unknown,24.0,critical,furniture/appliances,,< 100 DM,> 7 years,4.0,4.0,33.0,none,own,1.0,skilled,1.0,yes,no
1 - 200 DM,72.0,good,furniture/appliances,5595.0,100 - 500 DM,1 - 4 years,2.0,2.0,24.0,none,own,1.0,skilled,1.0,no,yes
< 0 DM,24.0,good,furniture/appliances,2384.0,< 100 DM,> 7 years,,4.0,64.0,bank,rent,1.0,unskilled,1.0,no,no
,18.0,good,furniture/appliances,1453.0,< 100 DM,< 1 year,3.0,1.0,26.0,none,own,1.0,skilled,1.0,no,no
unknown,6.0,good,education,1538.0,< 100 DM,< 1 year,1.0,2.0,56.0,none,own,1.0,skilled,1.0,no,no
unknown,12.0,good,,2279.0,unknown,1 - 4 years,4.0,4.0,37.0,none,other,1.0,skilled,1.0,yes,no
unknown,15.0,poor,furniture/appliances,1478.0,< 100 DM,1 - 4 years,4.0,3.0,33.0,bank,own,2.0,skilled,1.0,no,no
unknown,24.0,critical,furniture/appliances,5103.0,< 100 DM,< 1 year,3.0,3.0,47.0,none,other,3.0,skilled,1.0,yes,no
1 - 200 DM,36.0,poor,business,9857.0,100 - 500 DM,4 - 7 years,1.0,3.0,31.0,none,own,2.0,,2.0,yes,no
unknown,60.0,good,car,6527.0,unknown,1 - 4 years,4.0,4.0,34.0,none,other,1.0,skilled,2.0,yes,no
> 200 DM,10.0,critical,furniture/appliances,1347.0,unknown,4 - 7 years,4.0,2.0,27.0,none,own,2.0,skilled,1.0,yes,no
1 - 200 DM,36.0,poor,car,2862.0,100 - 500 DM,> 7 years,4.0,3.0,30.0,none,other,1.0,skilled,1.0,no,no
unknown,9.0,good,,2753.0,100 - 500 DM,> 7 years,3.0,4.0,35.0,none,own,1.0,skilled,1.0,yes,no
< 0 DM,12.0,good,car,3651.0,> 1000 DM,1 - 4 years,1.0,3.0,31.0,none,own,1.0,,2.0,no,no
< 0 DM,15.0,critical,furniture/appliances,975.0,,1 - 4 years,2.0,3.0,25.0,none,own,2.0,skilled,1.0,no,no
1 - 200 DM,15.0,good,renovations,2631.0,100 - 500 DM,1 - 4 years,3.0,2.0,25.0,,own,1.0,unskilled,1.0,no,no
1 - 200 DM,24.0,good,furniture/appliances,2896.0,100 - 500 DM,< 1 year,2.0,1.0,29.0,none,own,1.0,skilled,1.0,no,no
< 0 DM,,critical,car,4716.0,unknown,< 1 year,,3.0,44.0,,own,2.0,unskilled,2.0,no,no
unknown,24.0,good,furniture/appliances,2284.0,< 100 DM,4 - 7 years,4.0,,,none,own,,skilled,1.0,yes,no
unknown,6.0,good,car,1236.0,500 - 1000 DM,1 - 4 years,2.0,4.0,50.0,none,rent,1.0,skilled,1.0,no,no
1 - 200 DM,12.0,good,furniture/appliances,1103.0,< 100 DM,4 - 7 years,4.0,3.0,29.0,none,,2.0,skilled,1.0,no,no
unknown,12.0,critical,car,926.0,< 100 DM,unemployed,1.0,2.0,38.0,none,own,1.0,unemployed,1.0,no,no
unknown,18.0,critical,furniture/appliances,1800.0,< 100 DM,1 - 4 years,4.0,2.0,24.0,none,own,2.0,skilled,1.0,no,no
> 200 DM,15.0,good,education,1905.0,< 100 DM,> 7 years,4.0,4.0,40.0,none,rent,1.0,management,1.0,yes,no
unknown,12.0,good,furniture/appliances,1123.0,500 - 1000 DM,1 - 4 years,4.0,4.0,29.0,none,rent,1.0,unskilled,1.0,no,yes
< 0 DM,48.0,critical,car,6331.0,< 100 DM,> 7 years,4.0,4.0,46.0,none,other,2.0,skilled,1.0,yes,yes
> 200 DM,24.0,good,furniture/appliances,1377.0,100 - 500 DM,> 7 years,4.0,2.0,47.0,none,other,1.0,skilled,1.0,yes,no
1 - 200 DM,30.0,poor,business,2503.0,100 - 500 DM,> 7 years,4.0,2.0,41.0,store,own,2.0,skilled,1.0,no,no
1 - 200 DM,27.0,good,business,2528.0,< 100 DM,< 1 year,4.0,1.0,32.0,none,own,1.0,skilled,2.0,yes,no
unknown,15.0,good,car,5324.0,500 - 1000 DM,> 7 years,1.0,4.0,35.0,none,other,1.0,skilled,1.0,no,no
1 - 200 DM,48.0,good,car,6560.0,100 - 500 DM,4 - 7 years,3.0,2.0,24.0,,own,1.0,skilled,1.0,no,yes
1 - 200 DM,12.0,perfect,furniture/appliances,2969.0,< 100 DM,< 1 year,4.0,3.0,25.0,none,rent,2.0,skilled,1.0,no,yes
1 - 200 DM,9.0,good,furniture/appliances,1206.0,< 100 DM,> 7 years,4.0,4.0,25.0,none,own,1.0,skilled,1.0,no,no
1 - 200 DM,9.0,good,furniture/appliances,2118.0,< 100 DM,1 - 4 years,2.0,2.0,37.0,none,own,1.0,unskilled,2.0,no,no
unknown,18.0,critical,furniture/appliances,629.0,500 - 1000 DM,> 7 years,4.0,3.0,32.0,bank,own,2.0,management,1.0,yes,no
< 0 DM,6.0,very good,education,1198.0,< 100 DM,> 7 years,4.0,4.0,35.0,none,other,1.0,skilled,1.0,no,yes
unknown,21.0,good,car,2476.0,unknown,> 7 years,4.0,4.0,46.0,none,,1.0,management,1.0,yes,no
< 0 DM,9.0,critical,furniture/appliances,1138.0,< 100 DM,1 - 4 years,4.0,4.0,25.0,none,own,2.0,unskilled,1.0,no,no
1 - 200 DM,,good,car,14027.0,< 100 DM,4 - 7 years,4.0,2.0,27.0,none,own,1.0,management,1.0,yes,yes
unknown,30.0,critical,car,7596.0,unknown,> 7 years,1.0,4.0,63.0,none,own,2.0,skilled,1.0,no,no
unknown,30.0,critical,furniture/appliances,,unknown,> 7 years,3.0,2.0,40.0,none,own,2.0,skilled,2.0,yes,no
unknown,18.0,good,furniture/appliances,1505.0,< 100 DM,1 - 4 years,4.0,2.0,32.0,none,other,1.0,management,1.0,yes,no
> 200 DM,24.0,critical,furniture/appliances,3148.0,unknown,1 - 4 years,3.0,2.0,31.0,none,own,2.0,skilled,1.0,yes,no
1 - 200 DM,20.0,perfect,car,6148.0,100 - 500 DM,> 7 years,3.0,,31.0,bank,own,2.0,skilled,1.0,yes,no
> 200 DM,9.0,perfect,furniture/appliances,,< 100 DM,< 1 year,4.0,2.0,34.0,none,own,2.0,management,1.0,yes,yes
1 - 200 DM,6.0,very good,education,433.0,> 1000 DM,< 1 year,4.0,2.0,24.0,bank,rent,1.0,skilled,2.0,no,yes
< 0 DM,12.0,good,car,1228.0,< 100 DM,1 - 4 years,4.0,2.0,,none,own,1.0,unskilled,1.0,no,yes
1 - 200 DM,9.0,good,furniture/appliances,790.0,500 - 1000 DM,1 - 4 years,4.0,3.0,66.0,none,own,1.0,unskilled,1.0,no,no
unknown,27.0,good,car,2570.0,< 100 DM,1 - 4 years,,3.0,21.0,none,rent,1.0,skilled,1.0,no,yes
unknown,6.0,critical,car,250.0,> 1000 DM,1 - 4 years,2.0,2.0,41.0,bank,own,2.0,unskilled,1.0,no,no
unknown,15.0,critical,furniture/appliances,1316.0,500 - 1000 DM,1 - 4 years,2.0,2.0,47.0,none,own,2.0,unskilled,1.0,no,no
< 0 DM,18.0,good,furniture/appliances,1882.0,< 100 DM,1 - 4 years,4.0,4.0,25.0,bank,rent,2.0,skilled,1.0,no,yes
1 - 200 DM,48.0,very good,business,6416.0,< 100 DM,> 7 years,4.0,3.0,59.0,none,rent,1.0,skilled,1.0,no,yes
> 200 DM,24.0,critical,business,1275.0,> 1000 DM,1 - 4 years,2.0,4.0,36.0,none,own,2.0,skilled,1.0,yes,no
1 - 200 DM,24.0,poor,furniture/appliances,6403.0,< 100 DM,,1.0,2.0,33.0,none,own,1.0,skilled,1.0,no,no
< 0 DM,24.0,good,furniture/appliances,1987.0,< 100 DM,1 - 4 years,2.0,4.0,21.0,none,rent,1.0,unskilled,2.0,no,yes
1 - 200 DM,8.0,good,furniture/appliances,760.0,< 100 DM,4 - 7 years,4.0,2.0,44.0,none,own,1.0,unskilled,1.0,no,no
unknown,24.0,good,car,2603.0,> 1000 DM,1 - 4 years,2.0,4.0,28.0,none,rent,1.0,skilled,1.0,yes,no
unknown,4.0,critical,car,3380.0,< 100 DM,,1.0,1.0,37.0,none,own,1.0,skilled,2.0,no,no
1 - 200 DM,36.0,very good,furniture/appliances,3990.0,unknown,< 1 year,3.0,,29.0,bank,own,1.0,unemployed,1.0,no,no
1 - 200 DM,24.0,good,car,11560.0,< 100 DM,1 - 4 years,1.0,,23.0,none,rent,2.0,management,1.0,no,
< 0 DM,18.0,good,car,4380.0,100 - 500 DM,1 - 4 years,3.0,,35.0,none,own,1.0,unskilled,2.0,yes,no
unknown,6.0,critical,car,6761.0,< 100 DM,4 - 7 years,1.0,3.0,45.0,none,own,2.0,management,2.0,yes,no
,30.0,perfect,business,4280.0,100 - 500 DM,1 - 4 years,4.0,4.0,,none,rent,2.0,unskilled,1.0,no,yes
< 0 DM,24.0,very good,car,2325.0,100 - 500 DM,4 - 7 years,2.0,3.0,32.0,bank,own,1.0,skilled,1.0,no,no
,10.0,very good,furniture/appliances,1048.0,< 100 DM,1 - 4 years,4.0,4.0,23.0,store,own,1.0,unskilled,1.0,no,no
unknown,21.0,good,furniture/appliances,3160.0,unknown,> 7 years,4.0,3.0,41.0,none,own,1.0,skilled,1.0,yes,no
< 0 DM,24.0,very good,furniture/appliances,2483.0,500 - 1000 DM,1 - 4 years,4.0,4.0,22.0,store,own,1.0,skilled,1.0,yes,no
< 0 DM,39.0,critical,furniture/appliances,14179.0,unknown,4 - 7 years,4.0,4.0,30.0,none,own,2.0,management,1.0,yes,no
< 0 DM,13.0,critical,business,1797.0,< 100 DM,< 1 year,3.0,1.0,28.0,bank,own,2.0,unskilled,1.0,no,no
< 0 DM,15.0,good,car,2511.0,< 100 DM,unemployed,1.0,4.0,23.0,none,rent,1.0,skilled,1.0,no,no
< 0 DM,12.0,good,car,1274.0,< 100 DM,< 1 year,3.0,1.0,37.0,none,own,1.0,unskilled,1.0,no,yes
unknown,21.0,good,car,5248.0,unknown,1 - 4 years,1.0,3.0,26.0,none,own,,skilled,1.0,no,no
unknown,15.0,good,car,3029.0,< 100 DM,4 - 7 years,2.0,2.0,33.0,none,,1.0,skilled,1.0,no,no
< 0 DM,6.0,good,,428.0,< 100 DM,> 7 years,2.0,1.0,49.0,bank,own,1.0,skilled,1.0,yes,no
< 0 DM,18.0,good,car,976.0,< 100 DM,< 1 year,1.0,2.0,23.0,none,own,1.0,unskilled,1.0,no,yes
1 - 200 DM,12.0,good,business,841.0,,4 - 7 years,2.0,4.0,23.0,none,rent,1.0,unskilled,1.0,no,no
unknown,30.0,critical,furniture/appliances,5771.0,< 100 DM,4 - 7 years,4.0,2.0,25.0,none,own,2.0,skilled,1.0,no,no
unknown,12.0,poor,renovations,1555.0,> 1000 DM,> 7 years,4.0,4.0,55.0,none,other,2.0,skilled,2.0,no,yes
< 0 DM,24.0,good,car,1285.0,unknown,4 - 7 years,4.0,4.0,32.0,none,rent,1.0,skilled,1.0,no,yes
> 200 DM,6.0,critical,car,1299.0,< 100 DM,1 - 4 years,,1.0,74.0,none,own,3.0,unemployed,2.0,no,no
> 200 DM,15.0,critical,furniture/appliances,1271.0,unknown,1 - 4 years,3.0,4.0,39.0,none,other,2.0,skilled,1.0,yes,yes
unknown,24.0,good,car,1393.0,< 100 DM,1 - 4 years,2.0,2.0,31.0,none,own,1.0,skilled,1.0,yes,no
< 0 DM,12.0,critical,car,691.0,< 100 DM,> 7 years,4.0,3.0,35.0,none,own,2.0,skilled,1.0,,yes
unknown,15.0,critical,car,5045.0,unknown,> 7 years,1.0,4.0,59.0,none,own,1.0,skilled,1.0,yes,no
< 0 DM,18.0,critical,furniture/appliances,2124.0,< 100 DM,1 - 4 years,4.0,4.0,24.0,none,rent,2.0,skilled,1.0,no,yes
< 0 DM,12.0,good,furniture/appliances,2214.0,< 100 DM,1 - 4 years,4.0,3.0,24.0,none,own,1.0,unskilled,1.0,no,no
unknown,21.0,critical,car,12680.0,unknown,> 7 years,4.0,4.0,30.0,,other,1.0,management,1.0,yes,yes
unknown,24.0,critical,car,2463.0,,4 - 7 years,4.0,3.0,27.0,,own,2.0,skilled,1.0,yes,no
1 - 200 DM,12.0,good,furniture/appliances,1155.0,< 100 DM,> 7 years,3.0,3.0,40.0,bank,own,2.0,unskilled,1.0,no,no
< 0 DM,30.0,good,,3108.0,< 100 DM,< 1 year,2.0,4.0,,none,own,1.0,unskilled,1.0,no,yes
unknown,10.0,good,car,2901.0,unknown,< 1 year,1.0,4.0,31.0,none,rent,1.0,skilled,1.0,no,no
1 - 200 DM,12.0,critical,furniture/appliances,3617.0,< 100 DM,> 7 years,1.0,4.0,28.0,none,rent,3.0,skilled,1.0,yes,no
unknown,12.0,critical,furniture/appliances,1655.0,< 100 DM,> 7 years,2.0,4.0,63.0,none,own,2.0,unskilled,1.0,yes,no
< 0 DM,24.0,good,car,2812.0,unknown,> 7 years,2.0,4.0,26.0,,rent,1.0,skilled,1.0,no,no
< 0 DM,36.0,critical,education,8065.0,< 100 DM,1 - 4 years,3.0,2.0,25.0,none,,2.0,management,1.0,yes,yes
unknown,21.0,critical,car,3275.0,< 100 DM,> 7 years,1.0,4.0,36.0,none,own,,management,1.0,yes,no
,24.0,critical,furniture/appliances,2223.0,100 - 500 DM,> 7 years,4.0,4.0,52.0,bank,own,2.0,skilled,1.0,no,no
> 200 DM,12.0,critical,car,1480.0,500 - 1000 DM,unemployed,2.0,,66.0,bank,other,3.0,unemployed,1.0,no,no
< 0 DM,24.0,good,car,1371.0,unknown,1 - 4 years,4.0,4.0,25.0,none,rent,1.0,skilled,1.0,no,yes
unknown,36.0,critical,car,3535.0,< 100 DM,4 - 7 years,4.0,4.0,37.0,none,own,2.0,skilled,1.0,yes,no
< 0 DM,18.0,good,furniture/appliances,3509.0,< 100 DM,4 - 7 years,4.0,,25.0,none,own,1.0,skilled,1.0,no,no
unknown,36.0,critical,car,5711.0,> 1000 DM,> 7 years,4.0,2.0,38.0,none,own,2.0,management,1.0,yes,no
1 - 200 DM,18.0,good,renovations,3872.0,< 100 DM,unemployed,2.0,4.0,67.0,none,own,1.0,,1.0,yes,no
1 - 200 DM,39.0,critical,furniture/appliances,4933.0,< 100 DM,4 - 7 years,2.0,2.0,25.0,none,own,2.0,skilled,1.0,no,yes
unknown,24.0,critical,car,1940.0,> 1000 DM,> 7 years,,4.0,60.0,none,own,1.0,skilled,1.0,,no
1 - 200 DM,12.0,perfect,education,1410.0,< 100 DM,1 - 4 years,2.0,2.0,31.0,none,own,1.0,unskilled,1.0,yes,no
1 - 200 DM,12.0,good,car,836.0,,< 1 year,4.0,2.0,23.0,bank,own,1.0,unskilled,1.0,no,yes
1 - 200 DM,20.0,good,car,6468.0,unknown,unemployed,1.0,4.0,60.0,none,own,1.0,management,1.0,yes,no
1 - 200 DM,18.0,good,business,1941.0,> 1000 DM,1 - 4 years,4.0,2.0,35.0,none,own,1.0,unskilled,1.0,yes,no
unknown,22.0,good,furniture/appliances,2675.0,500 - 1000 DM,> 7 years,3.0,4.0,40.0,none,own,1.0,,1.0,no,no
unknown,48.0,critical,car,2751.0,unknown,> 7 years,4.0,3.0,38.0,none,own,2.0,skilled,2.0,yes,no
1 - 200 DM,48.0,poor,education,6224.0,< 100 DM,> 7 years,4.0,4.0,50.0,none,other,1.0,skilled,1.0,no,yes
< 0 DM,40.0,critical,education,5998.0,< 100 DM,1 - 4 years,4.0,3.0,27.0,bank,own,1.0,skilled,1.0,yes,yes
1 - 200 DM,21.0,good,business,1188.0,< 100 DM,> 7 years,2.0,4.0,39.0,none,own,1.0,skilled,2.0,no,yes
unknown,24.0,good,car,6313.0,unknown,> 7 years,,4.0,41.0,none,own,1.0,management,2.0,,no
unknown,6.0,critical,furniture/appliances,1221.0,unknown,1 - 4 years,1.0,,27.0,none,own,2.0,skilled,1.0,no,no
> 200 DM,24.0,good,furniture/appliances,2892.0,< 100 DM,,3.0,4.0,,none,other,1.0,skilled,1.0,no,no
unknown,24.0,good,furniture/appliances,3062.0,500 - 1000 DM,> 7 years,4.0,,32.0,none,rent,1.0,,1.0,yes,no
unknown,9.0,,furniture/appliances,2301.0,100 - 500 DM,< 1 year,2.0,4.0,22.0,,rent,1.0,skilled,1.0,,no
< 0 DM,18.0,good,car,7511.0,unknown,> 7 years,1.0,4.0,51.0,none,other,1.0,skilled,2.0,yes,yes
unknown,12.0,critical,furniture/appliances,1258.0,< 100 DM,< 1 year,2.0,4.0,22.0,,rent,2.0,unskilled,1.0,,no
unknown,24.0,poor,car,,unknown,> 7 years,4.0,4.0,54.0,none,own,2.0,skilled,1.0,yes,no
1 - 200 DM,9.0,good,car,1549.0,unknown,< 1 year,4.0,2.0,35.0,none,own,1.0,unemployed,1.0,no,no
unknown,24.0,critical,education,1597.0,< 100 DM,> 7 years,4.0,4.0,54.0,none,other,2.0,skilled,2.0,no,no
1 - 200 DM,18.0,critical,furniture/appliances,1795.0,< 100 DM,> 7 years,3.0,4.0,48.0,bank,rent,2.0,unskilled,1.0,yes,no
< 0 DM,20.0,critical,furniture/appliances,4272.0,< 100 DM,> 7 years,1.0,4.0,24.0,none,own,2.0,skilled,1.0,no,no
unknown,12.0,critical,,976.0,unknown,> 7 years,4.0,4.0,35.0,none,own,2.0,skilled,1.0,no,no
1 - 200 DM,12.0,good,car,7472.0,unknown,unemployed,1.0,2.0,24.0,none,rent,1.0,unemployed,1.0,no,
< 0 DM,36.0,good,car,9271.0,< 100 DM,4 - 7 years,2.0,1.0,24.0,none,own,1.0,skilled,1.0,yes,yes
,6.0,good,furniture/appliances,590.0,< 100 DM,< 1 year,3.0,3.0,26.0,none,own,1.0,unskilled,1.0,no,no
unknown,12.0,critical,furniture/appliances,930.0,unknown,> 7 years,4.0,4.0,65.0,none,own,4.0,skilled,1.0,no,no
1 - 200 DM,42.0,very good,car,,< 100 DM,unemployed,1.0,2.0,55.0,bank,other,1.0,management,1.0,yes,no
1 - 200 DM,15.0,perfect,car,1778.0,< 100 DM,< 1 year,2.0,1.0,26.0,,rent,2.0,unemployed,1.0,no,yes
1 - 200 DM,8.0,good,business,907.0,< 100 DM,< 1 year,3.0,2.0,26.0,none,own,1.0,skilled,1.0,yes,no
1 - 200 DM,6.0,good,furniture/appliances,484.0,< 100 DM,4 - 7 years,,3.0,28.0,bank,own,1.0,unskilled,1.0,no,no
< 0 DM,36.0,critical,car,9629.0,< 100 DM,,4.0,4.0,24.0,none,own,2.0,skilled,1.0,yes,yes
< 0 DM,48.0,good,furniture/appliances,3051.0,< 100 DM,1 - 4 years,3.0,4.0,54.0,none,own,1.0,skilled,1.0,no,yes
